App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
The Walking Zombie: Dead City,GAME,4.6,58575,96.0,1000000,Free,0.0,Teen,Action,"February 21, 2018",2.55,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monster Fishing 2018,SPORTS,4.4,32881,76.0,1000000,Free,0.0,Everyone,Sports,"August 7, 2018",0.0.80,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Call Blocker & Blacklist,COMMUNICATION,4.0,6,4.2,1000,Free,0.0,Everyone,Communication,"July 13, 2018",3.1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IHOP®,FOOD_AND_DRINK,4.2,441,24.0,100000,Free,0.0,Everyone,Food & Drink,"April 3, 2018",2.2.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
myGrow,PRODUCTIVITY,4.6,84,23.0,1000,Paid,4.29,Mature 17+,Productivity,"April 29, 2016",2.3.9,3.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Parking 4,GAME,4.4,475369,13.0,50000000,Free,0.0,Everyone,Racing,"March 6, 2018",1.14,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Driving 2,GAME,4.6,358633,19.0,10000000,Free,0.0,Everyone,Racing,"May 3, 2018",1.32,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dr.fone - Recovery & Transfer wirelessly & Backup,TOOLS,3.7,23347,7.6,5000000,Free,0.0,Everyone,Tools,"May 28, 2018",3.2.0.169,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Truck Driver : Real Truck Simulator 3D,FAMILY,4.1,1626,96.0,100000,Free,0.0,Everyone 10+,Simulation,"July 5, 2018",1.8,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Cares - Pet Rescue 911 🐶,FAMILY,4.2,14432,35.0,500000,Free,0.0,Everyone,Casual,"September 21, 2017",1.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Parker : Parking Simulator,GAME,4.5,14253,81.0,1000000,Free,0.0,Everyone,Racing,"January 18, 2018",3.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Parker : Real car parking simulation,GAME,4.6,15829,95.0,1000000,Free,0.0,Everyone,Racing,"July 24, 2018",1.29,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Battery - Fast Charger - Super Cleaner 2018,TOOLS,4.5,101738,10.0,1000000,Free,0.0,Everyone,Tools,"July 26, 2018",2.2.82,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dr. Safety - Antivirus, Booster, Cleaner, AppLock",TOOLS,4.4,372553,21.0,10000000,Free,0.0,Everyone,Tools,"August 6, 2018",3.0.1114,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR TV,VIDEO_PLAYERS,3.3,6716,4.7,500000,Free,0.0,Mature 17+,Video Players & Editors,"June 25, 2018",3.0.6,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Car Dr Parking Master: Parking Games 2018,FAMILY,4.2,3345,27.0,1000000,Free,0.0,Everyone,Simulation,"May 12, 2018",1.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Doctor Kids,FAMILY,4.2,200450,25.0,10000000,Free,0.0,Everyone,Casual;Pretend Play,"July 26, 2018",1.39,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Rocket,GAME,4.0,42182,3.4,1000000,Free,0.0,Everyone,Arcade,"January 6, 2018",1.11,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Muscle,HEALTH_AND_FITNESS,4.0,87,33.0,10000,Free,0.0,Everyone,Health & Fitness,"July 28, 2018",2.5,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Dominoes,GAME,4.0,2700,5.7,500000,Free,0.0,Everyone,Board,"January 3, 2018",1.06,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Sudoku,FAMILY,3.5,2310,3.1,500000,Free,0.0,Everyone,Puzzle,"January 4, 2018",1.06,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Unblock,FAMILY,3.9,3847,4.3,1000000,Free,0.0,Everyone,Puzzle,"January 3, 2018",1.05,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Gomoku,GAME,3.9,85317,4.5,5000000,Free,0.0,Everyone,Board,"January 15, 2018",1.54,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Farm,FAMILY,4.1,265,46.0,10000,Paid,2.99,Everyone,Education;Pretend Play,"July 21, 2016",1.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR.MEEP,FAMILY,4.4,54,33.0,500,Paid,2.99,Everyone,Puzzle,"June 29, 2018",1.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Art Class,FAMILY,4.2,1013,58.0,50000,Paid,2.99,Everyone,Education;Creativity,"April 26, 2017",1.7,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda's Swimming Pool,FAMILY,4.4,2311,9.3,100000,Paid,1.99,Everyone,Casual;Pretend Play,"January 15, 2015",1.01,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Pixel: Pill mania Classic,FAMILY,4.3,2419,6.2,100000,Free,0.0,Everyone,Puzzle,"March 31, 2018",1.2.7,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Chess,GAME,4.1,97209,6.7,1000000,Free,0.0,Everyone,Board,"January 14, 2018",1.41,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Super Dr. Parking 3D,FAMILY,4.0,4518,41.0,1000000,Free,0.0,Everyone,Simulation,"December 17, 2017",3.3,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr Dre - Beatmaker,GAME,4.3,146,6.0,10000,Free,0.0,Mature 17+,Music,"February 28, 2018",5.3.8,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Cares - Amy's Pet Clinic 🐈 🐕,FAMILY,4.5,3580,60.0,100000,Free,0.0,Everyone,Casual,"April 30, 2018",1.8,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Splorchy Presents Space Heroes,GAME,4.6,18,31.0,100,Paid,4.99,Mature 17+,Adventure,"July 23, 2018",1.0,7.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pet Vet Dr - Animals Hospital,FAMILY,3.7,11748,36.0,1000000,Free,0.0,Teen,Casual,"October 31, 2016",1.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr.Android Repair Master 2017,PRODUCTIVITY,3.8,1205,4.3,100000,Free,0.0,Everyone,Productivity,"June 10, 2018",2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR CONTROL,FAMILY,3.4,267,1.5,10000,Free,0.0,Everyone,Entertainment,"March 8, 2017",2.1.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr Driving Racer,GAME,4.3,183,68.0,10000,Free,0.0,Everyone,Racing,"June 14, 2018",2.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. McDougall Mobile Cookbook,HEALTH_AND_FITNESS,3.8,76,1.2,1000,Paid,4.99,Everyone,Health & Fitness,"January 26, 2015",1.1,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Seuss's ABC,FAMILY,4.7,429,12.0,10000,Paid,3.99,Everyone,Books & Reference;Education,"February 26, 2018",2.05,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Booster - Boost Game Speed,TOOLS,4.4,138872,22.0,10000000,Free,0.0,Everyone,Tools,"May 15, 2018",2.0.1077,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Hospital,FAMILY,4.4,1091,45.0,50000,Paid,2.99,Everyone,Education;Pretend Play,"December 5, 2013",1.6,2.0.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Café Freemium,FAMILY,4.1,11788,62.0,1000000,Free,0.0,Everyone,Educational;Pretend Play,"August 10, 2017",1.01,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Ice Cream Truck Free,FAMILY,4.4,23022,80.0,1000000,Free,0.0,Everyone,Role Playing;Pretend Play,"August 2, 2018",2.16,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Doug's Tips,BOOKS_AND_REFERENCE,4.0,22,34.0,1000,Free,0.0,Everyone,Books & Reference,"September 1, 2016",1.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. 2048,FAMILY,3.9,1985,3.5,500000,Free,0.0,Everyone,Puzzle,"December 30, 2017",1.05,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Restaurant 2,FAMILY,4.3,3725,67.0,100000,Paid,2.99,Everyone,Educational;Pretend Play,"February 17, 2016",1.96,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Panda Supermarket,FAMILY,4.2,1357,58.0,50000,Paid,2.99,Everyone,Educational;Pretend Play,"February 16, 2016",1.6,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dr. Shogi,GAME,3.3,19291,5.1,1000000,Free,0.0,Everyone,Board,"January 2, 2018",1.24,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DR Sebi's Alkaline List,FAMILY,4.0,68,5.5,5000,Free,0.0,Everyone,Education,"April 5, 2017",0.1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DraStic DS Emulator,GAME,4.6,87766,12.0,1000000,Paid,4.99,Everyone,Action,"July 19, 2016",r2.5.0.3a,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDS Emulator - For Android 6,GAME,4.1,14002,19.0,1000000,Free,0.0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Free DS Emulator,GAME,4.1,22896,19.0,1000000,Free,0.0,Everyone,Arcade,"July 26, 2018",pb1.0.0.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
nds4droid,GAME,3.4,107778,8.8,10000000,Free,0.0,Everyone,Arcade,"February 12, 2016",47,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MegaNDS (NDS Emulator),GAME,3.4,2218,11.0,500000,Free,0.0,Everyone,Arcade,"October 18, 2017",2.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS file,PRODUCTIVITY,4.1,10676,12.0,1000000,Free,0.0,Everyone,Productivity,"May 23, 2018",4.11.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS finder,TOOLS,4.0,2596,32.0,500000,Free,0.0,Everyone,Tools,"July 19, 2018",2.0.1,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS get,TOOLS,3.4,71852,22.0,5000000,Free,0.0,Everyone,Tools,"May 23, 2018",1.12.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS cloud,TOOLS,3.2,4908,38.0,500000,Free,0.0,Everyone,Tools,"May 23, 2018",2.8.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS note,PRODUCTIVITY,3.9,2046,60.0,100000,Free,0.0,Everyone,Productivity,"June 11, 2018",1.10.1,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS cam,PRODUCTIVITY,3.6,3227,35.0,500000,Free,0.0,Everyone,Productivity,"July 26, 2018",3.0.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS router,TOOLS,3.8,253,15.0,50000,Free,0.0,Everyone,Tools,"June 13, 2018",1.1.8,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EmuBox - Fast Retro Emulator,GAME,3.9,1576,43.0,50000,Free,0.0,Everyone,Arcade,"August 5, 2018",2.1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Creator 2.0,TOOLS,1.0,2,4.4,500,Free,0.0,Everyone,Tools,"March 23, 2018",2.0.180226.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS App Manager,TOOLS,4.6,14,2.1,1000,Free,0.0,Everyone,Tools,"March 21, 2015",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS,FAMILY,4.9,15,23.0,100,Free,0.0,Everyone,Casual,"January 19, 2016",1,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Connector 2.0,TOOLS,2.6,5,0.636,500,Free,0.0,Everyone,Tools,"March 23, 2018",2.0.180226.1,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Barometer - Altimeter and Weather Information,WEATHER,3.9,2962,4.2,100000,Free,0.0,Everyone,Weather,"July 9, 2018",3.67,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS-L4 Viewer,PHOTOGRAPHY,3.5,13,7.9,1000,Free,0.0,Everyone,Photography,"January 29, 2018",1.2.0.9,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Tower Defence,GAME,3.2,768,1.4,100000,Free,0.0,Everyone,Arcade,"June 5, 2013",1.0,1.5 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDS-controller,TOOLS,3.3,35,0.916,1000,Free,0.0,Everyone,Tools,"October 23, 2017",0.2,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RetroArch,GAME,3.8,21423,84.0,1000000,Free,0.0,Everyone,Action,"May 4, 2018",1.7.3,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Speedometer & Odometer,MAPS_AND_NAVIGATION,3.9,22382,6.6,1000000,Free,0.0,Everyone,Maps & Navigation,"March 22, 2018",6.93,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MegaN64 (N64 Emulator),FAMILY,4.6,877576,12.0,10000000,Free,0.0,Everyone,Casual,"May 14, 2016",6.0,2.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS-20000S,PRODUCTIVITY,1.8,12,14.0,1000,Free,0.0,Everyone,Productivity,"August 3, 2018",1.2.2,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Learn DS [BETA],FAMILY,4.3,9,5.0,500,Free,0.0,Everyone,Education,"February 12, 2017",0.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deep Sleep Battery Saver Pro,TOOLS,3.9,1417,2.9,10000,Paid,3.28,Everyone,Tools,"August 15, 2017",5.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS-Students,FAMILY,4.8,5,8.4,100,Free,0.0,Everyone,Education,"July 3, 2018",2.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Thermometer,WEATHER,3.7,631,3.0,100000,Free,0.0,Everyone,Weather,"May 30, 2015",2.20,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PhotoFrame for Synology DS,PHOTOGRAPHY,4.0,1,2.6,10,Paid,4.99,Everyone,Photography,"February 2, 2017",1.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Deep Sleep Battery Saver,TOOLS,4.1,22032,3.7,1000000,Free,0.0,Everyone,Tools,"August 17, 2017",5.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Draft Simulator for FUT 18,SPORTS,4.6,162933,100.0,5000000,Free,0.0,Everyone,Sports,"May 11, 2018",25.7,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DS Flashlight,TOOLS,4.0,127,5.8,10000,Free,0.0,Everyone,Tools,"May 30, 2015",1.31,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dt Pro,FINANCE,4.8,4,4.5,1000,Free,0.0,Everyone,Finance,"May 16, 2017",3.10,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Manager,PRODUCTIVITY,4.0,9,3.1,500,Free,0.0,Everyone,Productivity,"May 21, 2015",1.7,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real Sheet ∞: Pathfinder + DT,FAMILY,3.5,2,22.0,50,Paid,2.99,Everyone,Role Playing,"March 20, 2017",1.1,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Fieldlink,BUSINESS,3.0,2,49.0,500,Free,0.0,Everyone,Business,"September 19, 2017",2.1.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Driving Test Theory,FAMILY,4.6,477,1.6,10000,Free,0.0,Everyone,Education,"February 22, 2018",1.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Smart,TOOLS,1.6,39,8.9,1000,Free,0.0,Everyone,Tools,"December 7, 2017",1.1.4,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truck Simulator DT 3D,FAMILY,3.8,110,22.0,5000,Free,0.0,Everyone,Simulation,"April 23, 2017",1.0.6,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Baby Cam,TOOLS,1.7,10,23.0,500,Free,0.0,Everyone,Tools,"December 5, 2017",3.0,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bloons TD 5,FAMILY,4.6,190086,94.0,1000000,Paid,2.99,Everyone,Strategy,"July 13, 2018",3.16,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WPBS-DT,FAMILY,5.0,3,6.3,500,Free,0.0,Everyone,Entertainment,"April 3, 2015",4.1.1,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ReadyOp DT,COMMUNICATION,4.6,8,1.1,1000,Free,0.0,Everyone,Communication,"July 6, 2018",1.0.56,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soccer Manager 2018,SPORTS,4.4,63779,95.0,1000000,Free,0.0,Everyone,Sports,"July 16, 2018",1.5.6,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Online Soccer Manager (OSM),SPORTS,4.5,1312936,21.0,10000000,Free,0.0,Everyone,Sports,"July 31, 2018",3.4.06,4.4 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT-VR,FAMILY,3.8,25,9.5,1000,Free,0.0,Everyone,Entertainment,"August 9, 2016",1.2,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dt Tracking,AUTO_AND_VEHICLES,4.0,4,24.0,100,Free,0.0,Everyone,Auto & Vehicles,"October 28, 2016",0.20,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT Simple Interval Timer,SPORTS,4.1,10,1.5,1000,Free,0.0,Everyone,Sports,"February 17, 2014",1.01,2.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT CLOTHINGS,SHOPPING,5.0,1,7.9,10,Free,0.0,Everyone,Shopping,"July 25, 2018",1.0.1,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dt. Jyothi Srinivas,HEALTH_AND_FITNESS,5.0,18,13.0,100,Free,0.0,Everyone,Health & Fitness,"February 6, 2018",1.0.6,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT future1 cam,TOOLS,1.0,1,24.0,50,Free,0.0,Everyone,Tools,"March 27, 2018",3.1,2.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wheelie Challenge,GAME,4.6,137338,51.0,5000000,Free,0.0,Everyone,Racing,"July 13, 2018",1.44,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DT NO.I,HEALTH_AND_FITNESS,2.4,44,49.0,1000,Free,0.0,Everyone,Health & Fitness,"August 1, 2018",V1.0.1,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTPay,SHOPPING,4.5,18,0.994,1000,Free,0.0,Everyone,Shopping,"July 11, 2018",0.8.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Top Soccer Manager,SPORTS,4.4,199739,66.0,10000000,Free,0.0,Everyone,Sports,"August 6, 2018",1.18.8,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Secret Daily Teachings,LIFESTYLE,4.3,206,32.0,1000,Paid,4.99,Everyone,Lifestyle,"February 11, 2018",14.0,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spring flowers theme couleurs d t space,ART_AND_DESIGN,5.0,1,2.9,100,Free,0.0,Everyone,Art & Design,"April 18, 2018",1.0.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Soccer Board Tactics,SPORTS,4.1,6231,8.9,100000,Free,0.0,Everyone,Sports,"February 9, 2018",10.36,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dirt Trackin Sprint Cars,GAME,3.8,499,47.0,10000,Paid,3.99,Everyone,Racing,"May 10, 2018",1.0.13,5.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
senior easy phone,PERSONALIZATION,3.9,168,2.1,50000,Free,0.0,Teen,Personalization,"March 27, 2015",1.0,2.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
dt.se,NEWS_AND_MAGAZINES,3.1,124,12.0,10000,Free,0.0,Everyone,News & Magazines,"June 29, 2018",4.9.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WhatsVPN - Unlimited Free VPN,TOOLS,4.7,24985,7.8,500000,Free,0.0,Everyone,Tools,"July 27, 2018",2.2.927,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
du app,LIFESTYLE,3.5,7578,25.0,1000000,Free,0.0,Everyone,Lifestyle,"July 24, 2018",3.98,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Battery Saver - Battery Charger & Battery Life,TOOLS,4.5,13479633,14.0,100000000,Free,0.0,Everyone,Tools,"June 5, 2018",4.8.7.8,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Antivirus Security - Applock & Privacy Guard,TOOLS,4.6,436615,10.0,10000000,Free,0.0,Everyone,Tools,"June 5, 2018",3.3.1,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Cleaner – Memory cleaner & clean phone cache,TOOLS,4.5,465831,8.9,10000000,Free,0.0,Everyone,Tools,"July 23, 2018",1.5.9.9,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Launcher - Boost Your Phone,PERSONALIZATION,4.5,67707,4.8,1000000,Free,0.0,Everyone,Personalization,"February 7, 2016",1.8.0.4,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Security,TOOLS,4.4,4847,3.2,100000,Free,0.0,Everyone,Tools,"June 29, 2016",3.0.0.2071,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Browser Mini(Small&Fast),TOOLS,4.2,20941,2.0,1000000,Free,0.0,Everyone,Tools,"December 23, 2016",1.12.23,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caller ID & Call Block - DU Caller,COMMUNICATION,4.6,93930,14.0,5000000,Free,0.0,Everyone,Communication,"August 1, 2018",4.0.8,4.2 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lock Screen - DU Locker & Lock screen wallpaper,TOOLS,4.5,5174,4.7,100000,Free,0.0,Everyone,Tools,"April 26, 2018",2.0.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
du View,FAMILY,3.8,935,22.0,50000,Free,0.0,Teen,Entertainment,"March 26, 2018",6.4.1,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Emoji Keyboard（Simeji）,TOOLS,4.3,19234,14.0,500000,Free,0.0,Everyone,Tools,"February 23, 2017",3.1.3,4.0.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"DU GIF Maker: GIF Maker, Video to GIF & GIF Editor",PHOTOGRAPHY,4.6,7605,4.3,500000,Free,0.0,Everyone,Photography,"April 10, 2018",1.2.2.2,4.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Upgrade for Android DU Master,TOOLS,3.6,12993,5.2,1000000,Free,0.0,Everyone,Tools,"January 9, 2017",1.3.0,2.3.3 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,0.309,50000,Free,0.0,Everyone,Personalization,"October 15, 2015",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weather Forecast Pro,WEATHER,4.7,14051,8.7,100000,Paid,3.99,Everyone,Weather,"August 4, 2018",8.5,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Night: DU Launcher Theme,PERSONALIZATION,4.3,1419,0.485,50000,Free,0.0,Everyone,Personalization,"October 15, 2015",1.1,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DU Collage Maker - Photo Collage & Grid & Layout,PHOTOGRAPHY,4.7,4595,2.5,100000,Free,0.0,Everyone,Photography,"September 4, 2017",1.4.0,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Du Chinese – Mandarin Lessons,FAMILY,4.8,3390,9.2,100000,Free,0.0,Everyone,Education,"October 3, 2017",1.5.0,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Portes du Soleil,SPORTS,3.1,500,39.0,50000,Free,0.0,Everyone,Sports,"February 16, 2018",10.012,4.1 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sword of Chaos - Lame du Chaos,GAME,4.5,23599,96.0,100000,Free,0.0,Teen,Action,"June 1, 2018",11.0.2,4.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bible du Semeur-BDS (French),BOOKS_AND_REFERENCE,4.5,313,6.9,50000,Free,0.0,Everyone,Books & Reference,"August 4, 2018",0.7,1.0 and up,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
