App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Avg_Compound,Avg_Positive,Avg_Neutral,Avg_Negative,Sentiment,Positive_Count,Neutral_Count,Negative_Count,Total_Reviews
Pregnant Mom ER Emergency Doctor Hospital Games,FAMILY,4.0,325,27.0,50000,Free,0.0,Everyone,Educational,"June 12, 2018",1.2,4.1 and up,,,,,Unknown,,,,
Plastic Surgery Surgeon Simulator Er Doctor Games,FAMILY,3.7,3482,37.0,500000,Free,0.0,Everyone,Casual,"August 7, 2018",1.6,4.4 and up,,,,,Unknown,,,,
Shoulder Surgery ER Emergency Doctor Game,FAMILY,3.9,55,46.0,10000,Free,0.0,Teen,Educational,"November 7, 2017",1.0.1,4.0 and up,,,,,Unknown,,,,
Superhero Doctor 3 ER Surgery,FAMILY,4.2,2801,50.0,500000,Free,0.0,Everyone,Casual,"March 22, 2017",1.0,4.0.3 and up,,,,,Unknown,,,,
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49.0,10000,Free,0.0,Everyone,Educational,"January 26, 2018",1.0.0,4.1 and up,,,,,Unknown,,,,
ER Blood Draw Doctor & Surgeon,FAMILY,4.0,154,58.0,50000,Free,0.0,Teen,Educational,"June 13, 2018",1.8,4.0.3 and up,,,,,Unknown,,,,
"ER Emergency Hospital - Brain, Knee, Eye Surgery",FAMILY,3.8,25,41.0,1000,Free,0.0,Teen,Educational,"July 21, 2017",1.1,2.3 and up,,,,,Unknown,,,,
Super Doctor 1-Pregnant Mom ER Surgery Simulator,FAMILY,4.1,290,73.0,10000,Free,0.0,Teen,Role Playing,"May 23, 2018",1.0,4.3 and up,,,,,Unknown,,,,
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,23,33.0,1000,Free,0.0,Teen,Casual,"April 3, 2018",1.0,4.1 and up,,,,,Unknown,,,,
Clumsy Santa ER Surgery,FAMILY,4.1,214,46.0,100000,Free,0.0,Teen,Casual,"December 22, 2016",1.0,4.0.3 and up,,,,,Unknown,,,,
Little Eye Surgery Simulator - ER Doctor Game,FAMILY,4.4,12,19.0,1000,Free,0.0,Teen,Casual,"April 20, 2018",1.0,2.3 and up,,,,,Unknown,,,,
Spinal Cord Surgery Doctor: Operation ER surgery,FAMILY,3.7,52,32.0,10000,Free,0.0,Everyone 10+,Role Playing,"February 26, 2018",1.0,4.1 and up,,,,,Unknown,,,,
Super Doctor 2 - My Newborn Baby ER Injection,FAMILY,4.7,54,92.0,1000,Free,0.0,Teen,Role Playing,"June 25, 2018",1.0,4.3 and up,,,,,Unknown,,,,
Virtual Brain Surgery Simulator : Kid ER Emergency,FAMILY,3.8,20,55.0,5000,Free,0.0,Teen,Educational,"February 23, 2018",1.1,4.0 and up,,,,,Unknown,,,,
Crazy ER Open Heart Surgery Simulator,FAMILY,4.0,2936,45.0,500000,Free,0.0,Everyone,Simulation,"October 26, 2017",1.5,4.0 and up,,,,,Unknown,,,,
ER Injection Simulator: Blood Test Doctor Hospital,FAMILY,4.2,3263,47.0,1000000,Free,0.0,Everyone 10+,Role Playing,"May 29, 2018",2.6.4,4.1 and up,,,,,Unknown,,,,
Kids Doctor ER Emergency Rescue Kids Hospital Game,FAMILY,3.8,515,85.0,100000,Free,0.0,Everyone,Simulation,"July 20, 2018",7,4.1 and up,,,,,Unknown,,,,
Heart Surgery Doctor - ER Emergency Game,FAMILY,3.9,2510,48.0,500000,Free,0.0,Everyone 10+,Educational,"July 19, 2018",2.1,4.1 and up,,,,,Unknown,,,,
Virtual Mom Surgery Doctor : ER Emergency Hospital,FAMILY,4.0,1130,77.0,100000,Free,0.0,Teen,Educational,"May 15, 2018",1.4,4.0 and up,,,,,Unknown,,,,
ER Doctor Kids Emergency Room,FAMILY,3.1,4798,30.0,500000,Free,0.0,Teen,Casual,"June 13, 2018",1.9,4.0.3 and up,,,,,Unknown,,,,
ER Assist,PRODUCTIVITY,5.0,3,28.0,10,Free,0.0,Everyone,Productivity,"December 6, 2016",0.1.7,4.1 and up,,,,,Unknown,,,,
Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35.0,50000,Free,0.0,Teen,Casual,"September 23, 2016",1.0,2.3 and up,,,,,Unknown,,,,
Lead'er,FINANCE,4.1,54,5.8,5000,Free,0.0,Everyone,Finance,"March 20, 2018",1.5,4.0 and up,,,,,Unknown,,,,
Doctor Games For Girls - Hospital ER,FAMILY,4.5,51,39.0,5000,Free,0.0,Everyone,Casual,"April 16, 2018",2.1,4.1 and up,,,,,Unknown,,,,
Open Heart Surgery Hospital ER: Crazy Doctor Sim,FAMILY,4.7,7,25.0,1000,Free,0.0,Teen,Casual,"April 5, 2018",1.0,4.1 and up,,,,,Unknown,,,,
Hand Doctor Games ER Surgery Simulator,FAMILY,4.1,120,32.0,10000,Free,0.0,Everyone,Casual,"March 13, 2018",2.0,4.1 and up,,,,,Unknown,,,,
ER Doctor City Emergency - Surgery City Doc FREE,FAMILY,3.9,1909,84.0,100000,Free,0.0,Teen,Educational,"June 13, 2018",2.1,4.0.3 and up,,,,,Unknown,,,,
ER Hospital Simulator,FAMILY,4.0,286,60.0,100000,Free,0.0,Everyone,Simulation,"June 28, 2018",4.0,4.0.3 and up,,,,,Unknown,,,,
DMC ER Now,MEDICAL,4.3,6,5.3,1000,Free,0.0,Everyone,Medical,"March 16, 2017",1.4,2.3 and up,,,,,Unknown,,,,
Nose Surgery ER Simulator Lite,FAMILY,3.1,269,39.0,50000,Free,0.0,Teen,Educational,"June 3, 2017",1.0,4.0 and up,,,,,Unknown,,,,
Cardinal Glennon ER Reference,MEDICAL,4.2,19,20.0,1000,Free,0.0,Everyone 10+,Medical,"September 21, 2017",1.8.3,4.1 and up,,,,,Unknown,,,,
Fill 'er Up,TRAVEL_AND_LOCAL,3.2,58,0.018,5000,Free,0.0,Everyone,Travel & Local,"February 27, 2017",1.1,1.6 and up,,,,,Unknown,,,,
Ankle Surgery ER Emergency,FAMILY,3.3,10449,29.0,1000000,Free,0.0,Teen,Educational,"December 2, 2016",1.7,2.3 and up,,,,,Unknown,,,,
ES File Explorer/Manager PRO,PRODUCTIVITY,4.7,81614,6.6,500000,Paid,2.99,Everyone,Productivity,"July 11, 2018",Pro 1.1.4.1,4.0 and up,,,,,Unknown,,,,
ES Task Manager (Task Killer ),BUSINESS,4.3,171771,3.2,10000000,Free,0.0,Everyone,Business,"January 15, 2018",2.0.6.4,2.1 and up,,,,,Unknown,,,,
ES Audio Player ( Shortcut ),VIDEO_PLAYERS,4.2,1236,0.033,100000,Free,0.0,Everyone,Video Players & Editors,"July 17, 2013",1.1,2.2 and up,,,,,Unknown,,,,
ES Disk Analyzer - Storage Space,PRODUCTIVITY,4.7,5867,4.4,100000,Free,0.0,Everyone,Productivity,"October 31, 2017",1.0.2.9,4.0 and up,,,,,Unknown,,,,
ES App Locker,TOOLS,4.3,32207,3.4,1000000,Free,0.0,Everyone,Tools,"August 16, 2017",1.1.8.2,2.1 and up,,,,,Unknown,,,,
ES Chromecast plugin,LIBRARIES_AND_DEMO,4.2,23859,0.86,1000000,Free,0.0,Everyone,Libraries & Demo,"October 29, 2014",1.0,4.0 and up,,,,,Unknown,,,,
ES Material Theme for Pro,PRODUCTIVITY,4.2,14428,1.2,1000000,Free,0.0,Everyone,Productivity,"December 3, 2015",2.0.3,2.2 and up,,,,,Unknown,,,,
ES Holo Theme for Pro,PRODUCTIVITY,4.2,4737,1.7,500000,Free,0.0,Everyone,Productivity,"November 26, 2015",2.0.3,2.0 and up,,,,,Unknown,,,,
ES File Explorer,TOOLS,4.1,278,2.8,100000,Free,0.0,Everyone,Tools,"July 2, 2018",3.1.5,4.0 and up,,,,,Unknown,,,,
ES Dark Theme for free,TOOLS,4.2,7851,0.364,1000000,Free,0.0,Everyone,Tools,"August 22, 2017",2.0.7,4.0 and up,,,,,Unknown,,,,
ES Classic Theme,TOOLS,4.3,20865,2.2,1000000,Free,0.0,Everyone,Tools,"October 30, 2015",2.0.3,2.1 and up,,,,,Unknown,,,,
ES Themes -- Classic Theme,PERSONALIZATION,4.4,77609,1.9,1000000,Free,0.0,Everyone,Personalization,"April 24, 2015",1.14,1.6 and up,,,,,Unknown,,,,
ES Holo Theme,TOOLS,4.3,11449,1.7,500000,Free,0.0,Everyone,Tools,"February 2, 2016",2.0.4,2.0 and up,,,,,Unknown,,,,
"ES File Explorer & Manager, Locker Xplorer 2018",TOOLS,3.5,11,3.0,1000,Free,0.0,Everyone,Tools,"March 17, 2018",1.2,4.2 and up,,,,,Unknown,,,,
ES Summer Chill Theme for Free,TOOLS,4.3,940,0.387,100000,Free,0.0,Everyone,Tools,"August 24, 2017",2.0.7,4.0 and up,,,,,Unknown,,,,
Furrion ES Control,VIDEO_PLAYERS,1.8,26,2.7,5000,Free,0.0,Everyone,Video Players & Editors,"September 29, 2016",1.0,4.2 and up,,,,,Unknown,,,,
OpenGL ES Extensions - The OpenGL Utility,TOOLS,4.2,513,2.0,50000,Free,0.0,Everyone,Tools,"May 6, 2018",5.0.5,4.0 and up,,,,,Unknown,,,,
File Ex - ES File Explorer,TOOLS,4.2,24,5.0,1000,Free,0.0,Everyone,Tools,"December 27, 2017",1.1.6,4.2 and up,,,,,Unknown,,,,
OpenGL ES CapsViewer,TOOLS,4.6,78,0.375,10000,Free,0.0,Everyone,Tools,"April 1, 2018",0.6,4.3 and up,,,,,Unknown,,,,
ES-IPTV,VIDEO_PLAYERS,4.0,944,11.0,50000,Free,0.0,Everyone,Video Players & Editors,"October 15, 2017",4.2.1,4.1 and up,,,,,Unknown,,,,
OpenGL-ES Info,TOOLS,4.3,249,0.626,10000,Free,0.0,Everyone,Tools,"August 8, 2013",1.4,1.6 and up,,,,,Unknown,,,,
Dr. ES PV Calculator,TOOLS,5.0,19,11.0,500,Free,0.0,Everyone,Tools,"March 11, 2018",3.4.7.2.16,4.1 and up,,,,,Unknown,,,,
ES File Explorer & File Manager 2018,TOOLS,3.8,24,2.9,5000,Free,0.0,Everyone,Tools,"March 17, 2018",1.1,4.2 and up,,,,,Unknown,,,,
HTC Sense Input - ES,TOOLS,4.3,3509,6.5,1000000,Free,0.0,Everyone,Tools,"October 30, 2015",1.0.612919,5.0 and up,,,,,Unknown,,,,
2019 Tricks Es File Explores,TOOLS,3.0,4,2.0,1000,Free,0.0,Everyone,Tools,"March 16, 2016",1.0,2.2 and up,,,,,Unknown,,,,
ES Billing System (Offline App),PRODUCTIVITY,5.0,1,4.2,100,Free,0.0,Everyone,Productivity,"May 17, 2018",1.0,4.1 and up,,,,,Unknown,,,,
YEBIS OpenGL ES 3.0 Tech Demo,FAMILY,4.6,380,6.7,10000,Free,0.0,Everyone,Entertainment,"March 11, 2014",1.0,4.3 and up,,,,,Unknown,,,,
Advanced calculator fx 991 es plus & 991 ms plus,FAMILY,4.7,7252,9.2,500000,Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up,,,,,Unknown,,,,
ES Solar,BUSINESS,5.0,3,4.7,100,Free,0.0,Everyone,Business,"May 17, 2018",1.2,4.1 and up,,,,,Unknown,,,,
File Manager by Xiaomi: release file storage space,TOOLS,4.8,337532,15.0,10000000,Free,0.0,Everyone,Tools,"July 11, 2018",V1-180703,4.4 and up,,,,,Unknown,,,,
ESLock File Recovery Lite,PRODUCTIVITY,3.0,460,0.161,50000,Free,0.0,Everyone,Productivity,"January 5, 2016",1.5.9,4.0.3 and up,,,,,Unknown,,,,
Castle Clash: Epic Empire ES,FAMILY,4.6,584070,24.0,5000000,Free,0.0,Everyone 10+,Strategy,"July 18, 2018",1.4.1,4.1 and up,,,,,Unknown,,,,
¿Es Vegan?,FOOD_AND_DRINK,4.6,438,1.7,10000,Free,0.0,Everyone,Food & Drink,"August 1, 2017",2.2.3,3.0 and up,,,,,Unknown,,,,
School scientific calculator fx 500 es plus 500 ms,FAMILY,4.6,1553,9.2,100000,Free,0.0,Everyone,Education,"August 2, 2018",3.3.1-build-02-08-2018-19-release,4.0 and up,,,,,Unknown,,,,
Esto Es Guerra TVN,FAMILY,4.5,1303,13.0,100000,Free,0.0,Everyone,Entertainment,"July 24, 2018",1.7.2,4.1 and up,,,,,Unknown,,,,
ET Markets : NSE & BSE India,FINANCE,4.2,24980,9.2,1000000,Free,0.0,Everyone,Finance,"July 16, 2018",2.1.3,4.1 and up,,,,,Unknown,,,,
ET Telecom from Economic Times,NEWS_AND_MAGAZINES,4.7,273,6.3,10000,Free,0.0,Everyone,News & Magazines,"August 7, 2018",2.9.0,4.1 and up,,,,,Unknown,,,,
Égalité et Réconciliation,NEWS_AND_MAGAZINES,4.9,58,3.8,500,Paid,2.99,Everyone,News & Magazines,"May 26, 2018",1.1.1,5.0 and up,,,,,Unknown,,,,
Economic Times : Market News Go Edition,NEWS_AND_MAGAZINES,4.3,39,4.2,5000,Free,0.0,Everyone,News & Magazines,"April 18, 2018",1.0.4,4.1 and up,,,,,Unknown,,,,
Hymnes et Louanges,BOOKS_AND_REFERENCE,4.4,1877,5.7,100000,Free,0.0,Everyone,Books & Reference,"March 21, 2017",2.4.1,4.1 and up,,,,,Unknown,,,,
Lire avec Sami et Julie,FAMILY,3.6,569,18.0,100000,Free,0.0,Everyone,Educational;Education,"June 13, 2014",1.2,2.2 and up,,,,,Unknown,,,,
Lettre et demande d'emploi,FAMILY,4.6,302,9.9,100000,Free,0.0,Everyone,Education,"January 2, 2018",1.0,4.0 and up,,,,,Unknown,,,,
Blagues et Histoires Drôles,FAMILY,3.9,859,5.3,100000,Free,0.0,Teen,Entertainment,"February 18, 2017",0.0.2,4.1 and up,,,,,Unknown,,,,
Lettre de motivation et CV,FAMILY,4.3,979,9.9,100000,Free,0.0,Everyone,Education,"July 30, 2018",2.0,4.0 and up,,,,,Unknown,,,,
Anime et Manga Amino en Français,SOCIAL,4.8,3782,63.0,50000,Free,0.0,Teen,Social,"July 13, 2018",1.8.19106,4.0.3 and up,,,,,Unknown,,,,
Beauty and the Beast,FAMILY,4.4,70883,31.0,1000000,Free,0.0,Everyone,Puzzle;Creativity,"August 7, 2018",1.7.6,4.2 and up,,,,,Unknown,,,,
iTranslate Translator & Dictionary,PRODUCTIVITY,4.3,201718,35.0,10000000,Free,0.0,Everyone,Productivity,"July 11, 2018",4.6.15,4.1 and up,,,,,Unknown,,,,
Oggy,GAME,4.5,49971,61.0,5000000,Free,0.0,Everyone,Arcade,"August 29, 2017",1.3.1,4.0.3 and up,,,,,Unknown,,,,
Pocket Mortys,FAMILY,4.5,174215,93.0,10000000,Free,0.0,Everyone,Simulation,"August 3, 2018",2.5.2,4.1 and up,,,,,Unknown,,,,
"Ideal Weight, BMI Calculator",HEALTH_AND_FITNESS,4.2,112384,5.0,5000000,Free,0.0,Everyone,Health & Fitness,"February 23, 2018",2.1.0,4.1 and up,,,,,Unknown,,,,
Voice changer with effects,FAMILY,4.2,1260903,8.7,50000000,Free,0.0,Everyone,Entertainment,"August 2, 2018",3.4.8,4.1 and up,,,,,Unknown,,,,
Fitness & Bodybuilding,HEALTH_AND_FITNESS,4.6,95201,61.0,5000000,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",2.4.1,4.1 and up,,,,,Unknown,,,,
EU Mobile Money,FINANCE,3.9,460,6.1,100000,Free,0.0,Everyone,Finance,"July 16, 2018",1.6,4.0 and up,,,,,Unknown,,,,
European Union Simulator,FAMILY,3.6,688,26.0,50000,Free,0.0,Everyone,Simulation,"September 20, 2016",1.2,4.0.3 and up,,,,,Unknown,,,,
EU Charter,BOOKS_AND_REFERENCE,4.6,33,37.0,1000,Free,0.0,Everyone,Books & Reference,"January 16, 2017",1.0.3,4.0 and up,,,,,Unknown,,,,
EU Flags Free Live Wallpaper,PERSONALIZATION,3.4,730,2.3,100000,Free,0.0,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up,,,,,Unknown,,,,
myLPG.eu,TRAVEL_AND_LOCAL,4.2,556,4.4,50000,Free,0.0,Everyone,Travel & Local,"July 25, 2018",1.95,4.0 and up,,,,,Unknown,,,,
YouCamp EU,TRAVEL_AND_LOCAL,3.4,39,32.0,1000,Paid,2.56,Everyone,Travel & Local,"July 20, 2013",1.3.1,2.2 and up,,,,,Unknown,,,,
EU Economy,PRODUCTIVITY,3.6,47,0.879,5000,Free,0.0,Everyone,Productivity,"December 19, 2017",9.0,4.2 and up,,,,,Unknown,,,,
Flag of European Union,PERSONALIZATION,4.2,36,5.3,1000,Free,0.0,Everyone,Personalization,"December 10, 2016",2.0,2.3.3 and up,,,,,Unknown,,,,
EU Data Protection,BOOKS_AND_REFERENCE,3.5,29,17.0,1000,Free,0.0,Everyone,Books & Reference,"July 15, 2016",2.0,4.0.3 and up,,,,,Unknown,,,,
Flag Of European Union LWP,PERSONALIZATION,4.3,88,4.2,1000,Free,0.0,Everyone,Personalization,"January 24, 2018",7.0,4.0.3 and up,,,,,Unknown,,,,
Council Voting Calculator,COMMUNICATION,3.9,33,3.4,5000,Free,0.0,Everyone,Communication,"January 6, 2017",2.3.0,4.1 and up,,,,,Unknown,,,,
EU Flags Live Wallpaper,PERSONALIZATION,4.3,444,12.0,10000,Paid,0.99,Everyone,Personalization,"November 18, 2013",1.95,2.1 and up,,,,,Unknown,,,,
EU FTL Calculator,BUSINESS,3.6,60,1.8,10000,Free,0.0,Everyone,Business,"June 1, 2018",1.5.1,4.1 and up,,,,,Unknown,,,,
Passenger rights,TRAVEL_AND_LOCAL,3.9,442,2.5,50000,Free,0.0,Everyone,Travel & Local,"January 16, 2018",1.1.3,4.0.3 and up,,,,,Unknown,,,,
EU Mobile Money Partenaire Commercial,FINANCE,4.3,70,3.9,10000,Free,0.0,Everyone,Finance,"May 14, 2018",1.3,4.0.3 and up,,,,,Unknown,,,,
Eurostat Country Profiles,PRODUCTIVITY,3.7,87,2.0,10000,Free,0.0,Everyone,Productivity,"April 12, 2018",37.0,4.0.3 and up,,,,,Unknown,,,,
My EU,FAMILY,3.8,4,13.0,100,Free,0.0,Everyone,Education,"May 15, 2017",3.2.1,4.1 and up,,,,,Unknown,,,,
R-EU-READY,GAME,4.1,13,16.0,500,Free,0.0,Everyone,Trivia,"March 2, 2016",1.5,2.2 and up,,,,,Unknown,,,,
taxi.eu,TRAVEL_AND_LOCAL,4.1,1865,22.0,100000,Free,0.0,Everyone,Travel & Local,"June 28, 2018",10.7.1388,4.4 and up,,,,,Unknown,,,,
CVRIA,BUSINESS,4.7,68,3.5,10000,Free,0.0,Everyone,Business,"May 11, 2017",1.1.10,4.4 and up,,,,,Unknown,,,,
TAXLANDIA,FAMILY,1.9,141,65.0,1000,Free,0.0,Everyone,Educational,"March 6, 2018",1.8.2,4.3 and up,,,,,Unknown,,,,
European Solidarity Corps,SOCIAL,3.6,9,21.0,1000,Free,0.0,Teen,Social,"July 5, 2018",1.2.0,4.4 and up,,,,,Unknown,,,,
Have your say on Europe,COMMUNICATION,3.8,19,21.0,500,Free,0.0,Everyone,Communication,"April 19, 2018",1.1.0,4.1 and up,,,,,Unknown,,,,
Doorstep EU,NEWS_AND_MAGAZINES,4.5,67,12.0,1000,Free,0.0,Everyone,News & Magazines,"June 26, 2018",1.8,4.1 and up,,,,,Unknown,,,,
EURES - Your Job in Europe,BUSINESS,2.7,358,2.0,50000,Free,0.0,Everyone,Business,"September 18, 2017",1.4.1,2.3.3 and up,,,,,Unknown,,,,
Invasive Alien Species Europe,FAMILY,4.5,13,13.0,1000,Free,0.0,Everyone,Education,"November 20, 2017",1.0.6,4.4 and up,,,,,Unknown,,,,
EU Exit poll,LIFESTYLE,5.0,10,9.4,100,Free,0.0,Everyone,Lifestyle,"July 15, 2016",1.6,4.1 and up,,,,,Unknown,,,,
Schengen/EU App,TOOLS,4.0,24,11.0,1000,Free,0.0,Everyone,Tools,"February 27, 2018",1.0,4.1 and up,,,,,Unknown,,,,
Brexit EU,FAMILY,4.4,7,7.5,500,Free,0.0,Everyone,Casual,"March 10, 2016",1.0,2.3 and up,,,,,Unknown,,,,
EU Life Explorer,NEWS_AND_MAGAZINES,4.0,2,12.0,50,Free,0.0,Everyone,News & Magazines,"May 8, 2017",1.1,4.1 and up,,,,,Unknown,,,,
EU VAT Checker,BUSINESS,3.1,7,0.039,1000,Free,0.0,Everyone,Business,"October 12, 2011",1,1.6 and up,,,,,Unknown,,,,
daskal.eu,FAMILY,5.0,5,15.0,50,Free,0.0,Everyone,Education,"October 6, 2017",2.3.3,4.4 and up,,,,,Unknown,,,,
Inbox.eu,COMMUNICATION,3.7,98,9.7,10000,Free,0.0,Everyone,Communication,"July 11, 2018",6.4.7,4.3 and up,,,,,Unknown,,,,
CALIOPE EU: Air Quality,HEALTH_AND_FITNESS,3.9,21,2.2,1000,Free,0.0,Everyone,Health & Fitness,"October 30, 2015",1.1.2,4.0 and up,,,,,Unknown,,,,
Going Abroad,FAMILY,3.0,606,42.0,50000,Free,0.0,Everyone 10+,Educational,"August 16, 2016",1.2,4.0 and up,,,,,Unknown,,,,
Campervan.Guide Pro,TRAVEL_AND_LOCAL,4.2,238,67.0,10000,Paid,5.99,Everyone,Travel & Local,"June 22, 2018",4.6.2,4.1 and up,,,,,Unknown,,,,
Qserve EU MDR First Aid,BUSINESS,3.0,2,17.0,100,Free,0.0,Everyone,Business,"May 11, 2017",1.2.22,4.1 and up,,,,,Unknown,,,,
Rail Planner Eurail/Interrail,MAPS_AND_NAVIGATION,4.2,3596,31.0,1000000,Free,0.0,Everyone,Maps & Navigation,"June 15, 2018",3.0.1 (70),4.0 and up,,,,,Unknown,,,,
eu sou franky,BUSINESS,3.7,195,4.0,10000,Free,0.0,Everyone,Business,"November 21, 2016",1.0.1,4.0 and up,,,,,Unknown,,,,
efootwear.eu - online store,SHOPPING,4.5,928,8.6,100000,Free,0.0,Everyone,Shopping,"August 2, 2018",1.7.0,4.4 and up,,,,,Unknown,,,,
ChargeHub - Find EV & Tesla Charging Stations,MAPS_AND_NAVIGATION,4.6,796,25.0,50000,Free,0.0,Everyone,Maps & Navigation,"May 18, 2018",6.7.0,4.0.3 and up,,,,,Unknown,,,,
PlugShare,MAPS_AND_NAVIGATION,4.7,4501,26.0,100000,Free,0.0,Teen,Maps & Navigation,"July 25, 2018",3.5.1,4.0.3 and up,,,,,Unknown,,,,
NEXTCHARGE - Charging Stations,MAPS_AND_NAVIGATION,4.3,891,6.4,50000,Free,0.0,Everyone,Maps & Navigation,"July 26, 2018",4.5.1,4.1 and up,,,,,Unknown,,,,
NissanConnect® EV & Services,LIFESTYLE,2.3,853,88.0,50000,Free,0.0,Everyone,Lifestyle,"July 20, 2018",6.2.0,4.4 and up,,,,,Unknown,,,,
EV Connect,MAPS_AND_NAVIGATION,2.8,25,5.8,1000,Free,0.0,Everyone,Maps & Navigation,"August 6, 2018",2.10.0,5.0 and up,,,,,Unknown,,,,
HondaLink EV,TOOLS,2.8,44,41.0,10000,Free,0.0,Everyone,Tools,"June 20, 2018",3.8,2.3 and up,,,,,Unknown,,,,
EV Stations Hawaii,MAPS_AND_NAVIGATION,3.6,7,2.5,1000,Free,0.0,Everyone,Maps & Navigation,"May 30, 2017",3.0.6,4.1 and up,,,,,Unknown,,,,
EV Trip Optimizer for Tesla,AUTO_AND_VEHICLES,3.2,46,6.6,1000,Free,0.0,Everyone,Auto & Vehicles,"June 26, 2018",3.4,4.1 and up,,,,,Unknown,,,,
JuiceNet - Smart EV Charging,MAPS_AND_NAVIGATION,3.5,106,24.0,5000,Free,0.0,Everyone,Maps & Navigation,"July 9, 2018",2.1.223,4.0 and up,,,,,Unknown,,,,
Zap-Map: EV charging points UK,MAPS_AND_NAVIGATION,3.8,181,9.8,10000,Free,0.0,Everyone,Maps & Navigation,"July 6, 2018",4.0.4,4.1 and up,,,,,Unknown,,,,
EV Charging,MAPS_AND_NAVIGATION,3.5,8,32.0,1000,Free,0.0,Everyone,Maps & Navigation,"August 1, 2017",2.0.0,4.1 and up,,,,,Unknown,,,,
Simple EV Calc,PRODUCTIVITY,4.2,105,72.0,1000,Free,0.0,Everyone,Productivity,"October 16, 2017",2.2.2,4.4 and up,,,,,Unknown,,,,
Electric Car Charging Points: Ev charger Stations,MAPS_AND_NAVIGATION,4.5,8,8.1,100,Free,0.0,Everyone,Maps & Navigation,"August 3, 2018",1.3,4.1 and up,,,,,Unknown,,,,
ELMO EV Charging,MAPS_AND_NAVIGATION,3.4,14,6.2,1000,Free,0.0,Everyone,Maps & Navigation,"January 25, 2018",2.1.05,4.0.3 and up,,,,,Unknown,,,,
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.0,9,8.4,100,Free,0.0,Everyone,Auto & Vehicles,"March 23, 2018",2.2.0,5.0 and up,,,,,Unknown,,,,
To-U - free EV public charging,TRAVEL_AND_LOCAL,4.4,75,19.0,1000,Free,0.0,Everyone,Travel & Local,"May 23, 2018",2.9.0,4.1 and up,,,,,Unknown,,,,
Light Meter - EV,PHOTOGRAPHY,4.0,26,8.5,1000,Free,0.0,Everyone,Photography,"August 2, 2018",4.1.1,4.4 and up,,,,,Unknown,,,,
EV Finder,TOOLS,4.3,29,23.0,1000,Free,0.0,Everyone,Tools,"February 7, 2017",2.7,2.3 and up,,,,,Unknown,,,,
EV Real Estate Search,LIFESTYLE,4.1,88,20.0,5000,Free,0.0,Everyone,Lifestyle,"July 13, 2018",5.600.49,4.0.3 and up,,,,,Unknown,,,,
Ev Dizayn,LIFESTYLE,3.6,30,5.2,5000,Free,0.0,Everyone,Lifestyle,"March 4, 2015",1.0,4.0 and up,,,,,Unknown,,,,
Power Plug EV charger,MAPS_AND_NAVIGATION,3.7,13,3.9,1000,Free,0.0,Everyone,Maps & Navigation,"December 22, 2014",1.1,2.3.3 and up,,,,,Unknown,,,,
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52.0,1000000,Free,0.0,Everyone 10+,Simulation,"August 2, 2017",1.3,4.1 and up,,,,,Unknown,,,,
Texas Hold'em EV Calculator,TOOLS,3.7,6,1.3,1000,Free,0.0,Everyone,Tools,"November 8, 2015",1.0,2.3 and up,,,,,Unknown,,,,
Bird - Enjoy The Ride,TRAVEL_AND_LOCAL,4.3,2649,25.0,500000,Free,0.0,Everyone,Travel & Local,"August 3, 2018",4.1.1,4.4 and up,,,,,Unknown,,,,
German Vocabulary Trainer,FAMILY,3.3,1218,1.0,100000,Free,0.0,Everyone,Education,"August 24, 2012",1.0,2.1 and up,,,,,Unknown,,,,
REV Robotic Enhance Vehicles,FAMILY,4.4,2558,61.0,100000,Free,0.0,Everyone,Entertainment,"January 16, 2018",2.0.11,4.4 and up,,,,,Unknown,,,,
Electric Car Taxi Driver: NY City Cab Taxi Games,FAMILY,4.0,5886,54.0,1000000,Free,0.0,Everyone,Simulation,"May 28, 2018",1.2,4.0 and up,,,,,Unknown,,,,
EV Calculator,TOOLS,4.9,85,19.0,1000,Free,0.0,Everyone,Tools,"July 5, 2018",1.20,4.1 and up,,,,,Unknown,,,,
Home Decoration Game,FAMILY,4.0,17543,19.0,5000000,Free,0.0,Everyone,Casual,"January 25, 2018",3.0.1,4.0 and up,,,,,Unknown,,,,
PokeType - Dex,FAMILY,4.6,36813,33.0,500000,Free,0.0,Everyone,Entertainment,"May 1, 2018",4.2.0,4.1 and up,,,,,Unknown,,,,
Survival Forest : Survivor Home Builder,FAMILY,3.6,9389,64.0,1000000,Free,0.0,Teen,Simulation,"May 31, 2018",1.3.4,4.0 and up,,,,,Unknown,,,,
Room Creator Interior Design,HOUSE_AND_HOME,3.9,59660,72.0,1000000,Free,0.0,Everyone,House & Home,"March 14, 2017",3.4,2.3 and up,,,,,Unknown,,,,
